No,NamaSungai,TitikPantau,Waktu,pH,Temp,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,O2,IP,Class
846,Citarum,Bendung Walahar,1/4/2020,7.16794335764641,25.55°C,28.4079714346751,3.57464644306772,5.63413190099796,17.864009521775,2.50984221930601,226.477858821375,0.0847682119205298,-,1.73,2
847,Citarum,Tunggak Jati,1/5/2020,7.78148747215186,25.55°C,35.4018372142705,4.31758140812403,3.33472701193274,27.7001251258889,0.807885982848598,560.443433942686,0.0615979491561632,-,0.96,1
848,Citarum,Cisanti ,1/6/2020,6.87014374217963,25.55°C,25.2081667531358,6.29010345774712,4.71250648518326,29.2748802148503,1.14188055055391,509.735404522843,0.0338303781243324,-,1.47,2
849,Citarum,Wangisagara,1/7/2020,7.135410626545,25.55°C,31.0735801263466,5.29326303903317,1.81915646839808,12.3071993163854,1.34427930539872,450.097659230323,0.0646656697286905,-,0.51,1
850,Citarum,Koyod,1/8/2020,7.78765221106601,25.55°C,24.6778771324809,7.16545915097507,3.29181493575854,26.92312387463,2.45783867915891,464.217047639393,0.0774321726126896,-,0.92,1
851,Citarum,Setelah IPAL Cisirung,1/9/2020,6.36078981902524,25.55°C,31.0999481185339,6.81645802179022,3.00744041261025,20.986663411359,3.95336771752068,941.898861659597,0.0546934415723136,-,0.83,1
852,Citarum,Nanjung,1/10/2020,7.42985320596942,25.55°C,27.6203497421186,5.79679464094974,3.07331766716514,27.9094821008942,0.964018677327799,247.178563798944,0.0971160008545183,-,0.94,1
853,Citarum,Outlet Waduk Jatiluhur,1/11/2020,7.72338023010956,25.55°C,34.2240668965728,1.11523453474532,2.64878994109928,21.2753685110019,3.42295602282785,345.898312326426,0.0895876949369793,-,0.73,1
854,Citarum,Bendung Walahar,1/12/2020,7.74230170598468,25.55°C,31.3450727866451,6.19619647816401,5.91916257209998,24.3504135258034,3.6265755180517,92.0682393871883,0.0809143345439009,-,1.81,2
855,Citarum,Tunggak Jati,1/13/2020,7.78325754570147,25.55°C,28.8987090670492,1.43760887478256,5.51891232032228,18.87478255562,2.11639759514145,893.220313119907,0.0918350779747917,-,1.72,2
856,Citarum,Cisanti ,1/14/2020,7.97967467268899,25.55°C,22.3545640430921,6.21355143894772,3.2361735892819,14.2396313364055,1.81902523880734,246.279793694876,0.0459581286049989,-,0.87,1
857,Citarum,Wangisagara,1/15/2020,7.59550767540513,25.55°C,25.032380138554,5.16654805139317,4.34020813623463,10.7727286599322,1.77080599383526,316.354869228187,0.08316599017304,-,1.32,2
858,Citarum,Koyod,1/16/2020,7.6433606982635,25.55°C,27.6667378765221,2.43777764213996,4.49322183904538,24.9577318643757,1.00759910885952,746.952726828822,0.0970882290108951,-,1.41,2
859,Citarum,Setelah IPAL Cisirung,1/17/2020,7.28128910184027,25.55°C,20.3437604907376,0.323800775170141,2.6906521805475,26.0429700613422,3.20700704977569,571.489608447523,0.0308502456740013,-,0.85,1
860,Citarum,Nanjung,1/18/2020,6.6198309274575,25.55°C,30.8152714621418,0.542283089693899,4.32419812616352,16.8977935117649,3.32261116367077,507.473982970672,0.0515189062166204,-,1.35,2
861,Citarum,Outlet Waduk Jatiluhur,1/19/2020,6.05731376079592,25.55°C,23.1685537278359,0.785965758232368,1.90799890133366,16.9093905453658,1.50456251716666,369.788201544237,0.0530079042939543,-,0.77,1
862,Citarum,Bendung Walahar,1/20/2020,7.7551194799646,25.55°C,30.9886165959655,6.92486709189123,4.56539811395612,24.4108401745659,1.36234626300851,949.610889004181,0.0449262977996155,-,1.42,2
863,Citarum,Tunggak Jati,1/21/2020,6.52058473464156,25.55°C,20.3481551561022,5.41688741721854,3.93155919064913,13.5084078493606,2.60713522751549,702.217169713431,0.0444392223883786,-,1.19,2
864,Citarum,Cisanti ,1/22/2020,7.97930845057527,25.55°C,23.4263740958892,6.36356486709189,5.2746940519425,18.7795648060549,2.33063753166295,966.513565477462,0.051837214270455,-,1.64,2
865,Citarum,Wangisagara,1/23/2020,7.34440137943663,25.55°C,31.8655964842677,1.34774346140934,5.20278023621326,13.1537827692495,1.04995880001221,538.148136844997,0.0416043580431532,-,1.61,2
866,Citarum,Koyod,1/24/2020,6.00494399853511,25.55°C,24.0845973082675,3.21447157200842,1.74855494857631,25.8281197546312,0.431287575914792,612.166203802606,0.0521063875240333,-,0.85,1
867,Citarum,Setelah IPAL Cisirung,1/25/2020,6.81710257271035,25.55°C,31.1565904721213,6.69283364360485,4.96118655964843,11.3446455275124,2.04217658009583,100.244148075808,0.0691241187780389,-,1.53,2
868,Citarum,Nanjung,1/26/2020,7.81438642536699,25.55°C,21.7451704458754,1.98916379284036,4.60214239936522,21.3950010681478,0.825464644306772,499.385052034059,0.0837000640888699,-,1.43,2
869,Citarum,Outlet Waduk Jatiluhur,1/27/2020,6.07513657032991,25.55°C,21.5874507889035,5.17011413922544,3.60794701986755,29.7924741355632,2.98580889309366,655.307168797876,0.0845097201452681,-,1.11,2
870,Citarum,Bendung Walahar,1/28/2020,7.87395855586413,25.55°C,30.1638843958861,5.72761253700369,2.1616657002472,23.908505508591,2.90194402905362,871.707815790277,0.0992330698568682,-,0.78,1
871,Citarum,Tunggak Jati,1/29/2020,6.71730704672384,25.55°C,27.337626270333,6.7674837488937,2.26533707693716,28.7798699911496,0.178960539567248,563.197729422895,0.0763106173894467,-,0.99,1
872,Citarum,Cisanti ,1/30/2020,6.51789910580767,25.55°C,25.4767296365246,1.6387362285226,4.87300027466659,27.0659504989776,2.62080751976074,412.378307443464,0.0382268745994446,-,1.54,2
873,Citarum,Wangisagara,1/31/2020,7.97460860011597,25.55°C,22.9771416364025,0.774554277169103,2.60312204351939,19.8263496810816,2.42744224372082,931.490524002808,0.077314676351207,-,0.77,1
874,Citarum,Koyod,2/1/2020,6.47761467329936,25.55°C,20.0258796960356,5.99768425550096,3.5775017548143,29.7344889675588,1.75786614581744,585.869930112613,0.0776393932920316,-,1.08,2
875,Citarum,Setelah IPAL Cisirung,2/2/2020,7.00436414685507,25.55°C,28.3117770928068,0.0511139255958739,5.03887447737053,12.3071993163854,1.07583849604785,877.999206518754,0.08262550737022,-,1.58,2
876,Citarum,Nanjung,2/3/2020,6.35090182195502,25.55°C,28.8982207708976,2.09162938322092,3.21386455885495,27.1050141911069,0.512833033234657,689.721366008484,0.058637043366802,-,0.95,1
877,Citarum,Outlet Waduk Jatiluhur,2/4/2020,7.42857142857143,25.55°C,31.5828730124821,7.15262123477889,3.32764061403241,26.9469283120212,0.0742210150456252,503.35703604236,0.0961354411450545,-,0.94,1
878,Citarum,Bendung Walahar,2/5/2020,6.1514328440199,25.55°C,31.8782921842097,0.853959166234321,5.67179479354228,29.3530075991089,3.63768425550096,801.458784752953,0.0967250587481307,-,1.81,2
879,Citarum,Tunggak Jati,2/6/2020,7.19229712820826,25.55°C,28.9074983977783,2.1308563493759,2.82594988860744,22.4240852076785,0.608294930875576,159.186071352275,0.0416962187566759,-,0.73,1
880,Citarum,Cisanti ,2/7/2020,6.20941801202429,25.55°C,31.1917477950377,4.57956999420148,2.92515945921201,14.0919217505417,1.50138859218116,548.179570909757,0.0335975218970305,-,0.78,1
881,Citarum,Wangisagara,2/8/2020,6.43342387157811,25.55°C,26.8693502609333,5.17011413922544,4.82654499954222,21.1984618671224,1.04593035676138,164.375743888668,0.0712582781456954,-,1.5,2
882,Citarum,Koyod,2/9/2020,7.85241248817408,25.55°C,28.3010345774712,4.43098300119022,3.81909543137913,19.2806787316507,0.824976348155156,481.728568376721,0.0716983550523392,-,1.14,2
883,Citarum,Setelah IPAL Cisirung,2/10/2020,6.57155064546648,25.55°C,30.4470961638234,3.02998596148564,4.02092654194769,19.6316415906247,0.997466963713492,810.38850062563,0.0746165349284341,-,1.25,2
884,Citarum,Nanjung,2/11/2020,6.7389751884518,25.55°C,33.1771599475082,0.176640217291787,1.72165288247322,26.3780632953887,3.70653401287881,121.350749229408,0.0346443067720573,-,0.87,1
885,Citarum,Outlet Waduk Jatiluhur,2/12/2020,6.50282296212653,25.55°C,32.0081789605396,1.84438062685018,3.31727347636341,17.9671620838038,2.63277077547533,755.447553941466,0.0586883144627216,-,0.97,1
886,Citarum,Bendung Walahar,2/13/2020,7.68932157353435,25.55°C,30.8821680349132,4.32328714865566,4.73376567888424,12.0410779137547,0.497451704458754,503.878902554399,0.0377547532578509,-,1.46,2
887,Citarum,Tunggak Jati,2/14/2020,7.86712240974151,25.55°C,22.8677632984405,2.34125553147984,4.53245948667867,20.3152562028871,1.56437879573962,926.184881130406,0.0612176885280923,-,1.42,2
888,Citarum,Cisanti ,2/15/2020,7.60942411572619,25.55°C,20.956083864864,5.59780693990906,4.57195959349345,22.9416791283914,0.604998931852168,572.649311807611,0.0810574663533433,-,1.41,2
889,Citarum,Wangisagara,2/16/2020,6.0932035279397,25.55°C,20.9507126071963,5.71881618701743,3.65781426435133,25.9129612109745,0.0854518265327921,570.010986663411,0.0792330698568682,-,1.1,2
890,Citarum,Koyod,2/17/2020,6.89504684591205,25.55°C,24.9928281502731,5.27329294717246,5.50106509598071,14.8683126316111,3.85790581987976,161.795403912473,0.0815381328775903,-,1.69,2
891,Citarum,Setelah IPAL Cisirung,2/18/2020,6.57277138584552,25.55°C,32.3724478896451,7.6751719718009,1.77703176976836,13.1330301828059,3.83532212286752,626.807458723716,0.0993954283272805,-,0.57,1
892,Citarum,Nanjung,2/19/2020,7.76195562608722,25.55°C,24.9620654927213,6.50454420606098,3.7589922788171,16.7207861568041,2.21320230719932,409.855952635273,0.0306665242469558,-,1.1,2
893,Citarum,Outlet Waduk Jatiluhur,2/20/2020,7.1123996704001,25.55°C,31.2820825830866,7.06204260383923,4.45240943632313,19.4705038605915,1.56901760917997,353.755302591021,0.0698312326425978,-,1.37,2
894,Citarum,Bendung Walahar,2/21/2020,6.55220191045869,25.55°C,31.233252967925,3.85755607776116,4.39755546739097,14.6992400891141,1.77312540055544,336.011841181677,0.0758854945524461,-,1.36,2
895,Citarum,Tunggak Jati,2/22/2020,6.02380443739128,25.55°C,21.1079439680166,6.40754661702323,3.60650349436934,16.5413373210852,3.12509537034211,742.864772484512,0.0846336252937407,-,1.08,2
896,Citarum,Cisanti ,2/23/2020,6.44172490615558,25.55°C,30.9139072847682,4.28810174871059,4.23338724936674,24.5506149479659,0.838282418286691,500.19684438612,0.0800234992522965,-,1.32,2
897,Citarum,Wangisagara,2/24/2020,7.07168797875912,25.55°C,33.3529465620899,5.97890285958434,2.07951597643971,21.5494247260964,1.40458388012329,253.498947111423,0.0368340098269601,-,0.67,1
898,Citarum,Koyod,2/25/2020,7.38541825617237,25.55°C,28.0236823633534,6.39970122379223,2.24539017914365,12.5824762718589,3.54673909726249,415.915402691733,0.0687652211066012,-,0.59,1
899,Citarum,Setelah IPAL Cisirung,2/26/2020,7.27024140140996,25.55°C,25.3839533677175,2.49982757042146,5.43164464247566,28.0693990905484,0.720847193823054,291.827143162328,0.056940824610126,-,1.68,2
900,Citarum,Nanjung,2/27/2020,7.82818079165014,25.55°C,23.1768547624134,0.0613367107150487,2.48186590166936,21.8167668691061,3.02755821405683,358.973967711417,0.0823392437513352,-,0.71,1
901,Citarum,Outlet Waduk Jatiluhur,2/28/2020,6.44581438642537,25.55°C,26.1994079409162,2.98505325479904,5.17548448133793,12.050843836787,2.72713400677511,144.689779351176,0.045898312326426,-,1.6,2
902,Citarum,Bendung Walahar,2/29/2020,7.93224890896329,25.55°C,25.8590655232398,3.68828577532273,2.49945066682943,20.6216620380261,1.44804223761711,285.767693105869,0.0423584704123051,-,0.66,1
903,Citarum,Tunggak Jati,3/1/2020,7.81310464796899,25.55°C,30.9109775078585,3.73559587389752,5.54883266701254,25.9855952635273,0.792870876186407,614.166692098758,0.05737449262978,-,1.72,2
904,Citarum,Cisanti ,3/2/2020,7.07486190374462,25.55°C,33.0316476943266,2.76466902676473,5.581246375927,19.9752800073244,3.33494064149907,110.536515396588,0.0566716513565477,-,1.72,2
905,Citarum,Wangisagara,3/3/2020,7.80211798455763,25.55°C,22.7378765221107,2.92609393597217,5.95787530137028,27.8307443464461,2.68050172429579,992.577898495438,0.0681756035035249,-,1.85,2
906,Citarum,Koyod,3/4/2020,7.40617084261605,25.55°C,25.7155064546648,6.9336634418775,3.21189611499374,24.5866267891476,3.62547685171056,160.055848872341,0.0332044434949797,-,0.87,1
907,Citarum,Setelah IPAL Cisirung,3/5/2020,6.26722006897183,25.55°C,35.5786004211554,4.40578264717551,1.83319803460799,13.9667958616901,2.15619373149815,760.550248725852,0.0913309121982482,-,0.7,1
908,Citarum,Nanjung,3/6/2020,6.57295449690237,25.55°C,24.3468123416852,4.17945493942076,2.96085390789514,15.0361644337291,1.53544724875637,194.759971922971,0.0967848750267037,-,0.77,1
909,Citarum,Outlet Waduk Jatiluhur,3/7/2020,6.26129947813349,25.55°C,26.7448347422712,1.32301858577227,3.12515335551012,29.7338785973693,3.27780999176,626.401562547685,0.0875090792565691,-,1.1,2
910,Citarum,Bendung Walahar,3/8/2020,6.56263924069948,25.55°C,34.1176183355205,4.01541489913633,1.97387615588855,25.3123569444868,2.0260628070925,79.4854579302347,0.099365520187994,-,0.81,1
911,Citarum,Tunggak Jati,3/9/2020,7.01174962614826,25.55°C,22.2617877742851,4.58789086581011,5.40211798455763,29.4018372142705,1.0100405896176,548.150578325755,0.0608139286477249,-,1.68,2
912,Citarum,Cisanti ,3/10/2020,6.24878688924833,25.55°C,33.1605578783532,7.75956938383129,3.34719382305368,25.1579332865383,2.90853602710044,867.474898525956,0.0930976287118137,-,0.99,1
913,Citarum,Wangisagara,3/11/2020,7.85381633960997,25.55°C,32.1156041138951,4.02349803155614,5.51471297341838,22.3227637562181,1.0498367259743,581.752983184301,0.0683272804956206,-,1.71,2
914,Citarum,Koyod,3/12/2020,6.88210699789422,25.55°C,27.3542283394879,2.77370311593982,2.67844782860805,22.0108645893735,3.94946134830775,403.245643482772,0.0755287331766717,-,0.74,1
915,Citarum,Setelah IPAL Cisirung,3/13/2020,7.89117099520859,25.55°C,20.1611377300333,1.99130344553972,5.81299783318583,25.9508041627247,2.77791680654317,627.445295571764,0.0528604998931852,-,1.8,2
916,Citarum,Nanjung,3/14/2020,6.7099826044496,25.55°C,25.6642353587451,7.32593310342723,2.10759910885952,25.4582354197821,3.21701712088382,218.533890804773,0.0661803033539842,-,0.8,1
917,Citarum,Outlet Waduk Jatiluhur,3/15/2020,7.33194982757042,25.55°C,34.9057283242287,2.50101626636555,3.75374309518723,21.9266335032197,2.60884426404614,290.029602954192,0.0488763084810938,-,1.12,2
918,Citarum,Bendung Walahar,3/16/2020,7.38193914609211,25.55°C,21.3608813745537,4.81255439924314,2.20352793969543,10.6244087038789,1.85869930112613,358.48109378338,0.0720187994018372,-,0.57,1
919,Citarum,Tunggak Jati,3/17/2020,7.03054902798547,25.55°C,25.1671498764,5.30229712820826,5.10265205847346,10.9918515579699,3.17441328165532,777.134006775109,0.0762849818414869,-,1.59,2
920,Citarum,Cisanti ,3/18/2020,7.05130161442915,25.55°C,35.0986053041169,2.53739036225471,4.37052217169713,18.1899472029786,2.00628681295206,355.871761223182,0.0552488784447768,-,1.35,2
921,Citarum,Wangisagara,3/19/2020,6.00244148075808,25.55°C,24.6529740287484,2.42184911648915,2.48947721793268,18.6379589220862,3.24973296304209,970.630512405774,0.0995492416150395,-,0.84,1
922,Citarum,Koyod,3/20/2020,7.36918240913114,25.55°C,27.7497482222968,6.46484176152837,1.76023438215278,20.3427228614154,2.07391582995087,733.384197515793,0.0486071352275155,-,0.64,1
923,Citarum,Setelah IPAL Cisirung,3/21/2020,7.82573931089206,25.55°C,21.7642139957884,5.00155705435347,3.62841883602405,28.5729544969024,0.623798333689383,969.354838709677,0.0539713736381115,-,1.09,2
924,Citarum,Nanjung,3/22/2020,6.13287759025849,25.55°C,26.0490127262185,1.71932981353191,3.54036378063295,26.3805047761467,1.84954374828333,528.609576708274,0.080053407391583,-,1.08,2
925,Citarum,Outlet Waduk Jatiluhur,3/23/2020,7.14096499526963,25.55°C,25.4821008941923,4.4530927457503,5.83071382793664,27.8746910000916,3.71642200994903,254.629657887509,0.0609186071352275,-,1.8,2
926,Citarum,Bendung Walahar,3/24/2020,6.44813379314554,25.55°C,20.4990386669515,2.81269234290597,3.80584124271371,21.4041566209906,2.97421185949278,173.972289193396,0.0491027558214057,-,1.15,2
927,Citarum,Tunggak Jati,3/25/2020,6.17218543046358,25.55°C,20.9609668263802,5.11995117038484,3.41923886837367,28.4905545213172,0.154911954100162,722.193060090945,0.0728647724845119,-,1.01,2
928,Citarum,Cisanti ,3/26/2020,7.1445661793878,25.55°C,30.6541337321085,5.47228064821314,1.88070314645833,29.0813928647725,1.16177861873226,138.108462782678,0.0996240119632557,-,0.99,1
929,Citarum,Wangisagara,3/27/2020,7.55046235541856,25.55°C,25.4879604480117,3.76792840357677,5.58623310037538,17.1413312173833,2.25739310892056,845.527512436293,0.0612433240760521,-,1.72,2
930,Citarum,Koyod,3/28/2020,6.09338663899655,25.55°C,29.8010803552355,5.72214453566088,4.86499526963103,27.3192541276284,3.33188879055147,671.601001007111,0.057635120700705,-,1.55,2
931,Citarum,Setelah IPAL Cisirung,3/29/2020,6.99447614978485,25.55°C,20.7534409619434,5.16369518112735,2.29696340830714,12.1381267738884,2.8981597338786,331.865901669363,0.0888805810724204,-,0.61,1
932,Citarum,Nanjung,3/30/2020,6.26673177282022,25.55°C,21.2134159367657,7.33995971556749,2.8869716483047,26.3389996032594,2.21100497451705,860.574663533433,0.0663341166417432,-,0.89,1
933,Citarum,Outlet Waduk Jatiluhur,3/31/2020,6.82723471785638,25.55°C,24.9024933622242,0.705847651600696,2.53462019714957,23.6106448561052,1.09451582384716,945.8998382519,0.0480730613116855,-,0.78,1
934,Citarum,Bendung Walahar,4/1/2020,6.1026032288583,25.55°C,23.5601672414319,5.05029358806116,5.35841853083895,24.6263008514664,3.40488906521806,301.017792291025,0.0825699636829737,-,1.68,2
935,Citarum,Tunggak Jati,4/2/2020,6.13904232917264,25.55°C,27.6208380382702,4.51181432538835,5.77874691000092,15.7313760795923,1.30765709402753,451.663258766442,0.0688869899594104,-,1.78,2
936,Citarum,Cisanti ,4/3/2020,7.24204229865413,25.55°C,31.7078768272958,4.95781304361095,1.92020325327311,12.0215460676901,1.94805749687185,428.614154484695,0.0686690878017518,-,0.53,1
937,Citarum,Wangisagara,4/4/2020,6.8967558824427,25.55°C,25.5421613208411,3.35212256233406,2.80941496017334,28.1499679555651,0.431775872066408,205.226294747765,0.0336637470625935,-,0.95,1
938,Citarum,Koyod,4/5/2020,6.23999755851924,25.55°C,29.0564287240211,0.828996551408429,3.78615680410169,13.3155308694723,3.41209143345439,195.716727195044,0.0590002136295663,-,1.15,2
939,Citarum,Setelah IPAL Cisirung,4/6/2020,6.6930753501999,25.55°C,29.5461897640919,4.21368938261055,4.21514633625294,21.5366069521165,2.2371288186285,759.709463789789,0.0469835505233924,-,1.31,2
940,Citarum,Nanjung,4/7/2020,6.66963713492233,25.55°C,24.7218237861263,3.42938779869991,3.72500381481368,22.6212347788934,3.28293710135197,546.64296395764,0.0311685537278359,-,1.12,2
941,Citarum,Outlet Waduk Jatiluhur,4/8/2020,7.38041322061831,25.55°C,32.0350352488784,6.70091677602466,2.4331797235023,21.4127018036439,3.12717062898648,318.587298196356,0.0588998077333903,-,0.67,1
942,Citarum,Bendung Walahar,4/9/2020,6.38428907132176,25.55°C,27.2546159245582,4.4267036957915,4.96013672292245,11.0388500625629,2.01568651387066,971.210364085818,0.0357658619953002,-,1.55,2
943,Citarum,Tunggak Jati,4/10/2020,7.79100924710837,25.55°C,27.0788293099765,0.583174230170598,2.38003173924986,17.7382732627339,1.99066133610035,833.205664235359,0.0972249519333476,-,0.7,1
